sample_id,row,col,x,y,elevation,slope_pct,dist_water_m,dist_urban_m,dist_protected_m,nvz,SI_true,SI_obs,block_x,block_y,block_id,split
161,311,417,606125.0,4661600.0,346.1360168457031,2.898622751235962,25.0,353.55340576171875,1163.239013671875,0,63.96376037597656,59.40265655517578,303,2330,303_2330,train
162,354,526,608850.0,4660525.0,371.3160095214844,14.403019905090332,1962.3009033203125,485.4122009277344,2700.11572265625,0,70.46456909179688,67.73507690429688,304,2330,304_2330,train
163,334,484,607800.0,4661025.0,370.572021484375,8.892793655395508,916.8560180664062,424.2640686035156,1750.1785888671875,0,78.42761993408203,76.13920593261719,303,2330,303_2330,train
164,335,441,606725.0,4661000.0,356.25201416015625,2.8667871952056885,601.040771484375,1151.08642578125,1600.1953125,0,94.26642608642578,90.8235855102539,303,2330,303_2330,train
165,664,782,615250.0,4652775.0,300.30401611328125,0.9736264944076538,2881.514404296875,152.06906127929688,6319.81005859375,1,56.4593391418457,57.61539077758789,307,2326,307_2326,train
166,429,436,606600.0,4658650.0,334.2720031738281,4.105818748474121,1179.2476806640625,637.37744140625,1428.5045166015625,0,91.78836059570312,87.0905990600586,303,2329,303_2329,test
167,276,497,608125.0,4662475.0,335.02801513671875,0.9075207710266113,100.0,485.4122009277344,869.6263427734375,1,54.270694732666016,49.313045501708984,304,2331,304_2331,train
168,367,531,608975.0,4660200.0,365.9877624511719,3.911132335662842,2281.035888671875,482.8302001953125,3037.371337890625,0,91.31924438476562,94.96304321289062,304,2330,304_2330,train
169,448,494,608050.0,4658175.0,318.16400146484375,1.1567538976669312,1216.552490234375,175.0,1591.383056640625,0,81.4365005493164,78.90737915039062,304,2329,304_2329,train
170,398,439,606675.0,4659425.0,356.3690185546875,4.952240467071533,1802.775634765625,689.6557006835938,2206.94921875,0,90.09552001953125,91.19226837158203,303,2329,303_2329,test
171,531,286,602850.0,4656100.0,374.42376708984375,2.644036054611206,1990.6029052734375,230.48861694335938,3275.858642578125,0,81.23635864257812,69.86735534667969,301,2328,301_2328,train
172,133,649,611925.0,4666050.0,300.48101806640625,1.7911745309829712,1241.2191162109375,715.0174560546875,1683.931396484375,1,67.49235534667969,65.82228088378906,305,2333,305_2333,test
173,315,436,606600.0,4661500.0,344.411865234375,1.6272261142730713,111.80339813232422,761.987548828125,1110.18017578125,0,81.06249237060547,71.33499908447266,303,2330,303_2330,train
174,253,554,609550.0,4663050.0,338.97601318359375,0.4909752905368805,318.19805908203125,230.48861694335938,2203.54833984375,1,59.879737854003906,56.99015808105469,304,2331,304_2331,train
175,281,551,609475.0,4662350.0,345.864013671875,3.758591890335083,450.69390869140625,728.010986328125,2195.022705078125,0,92.48281860351562,91.82257080078125,304,2331,304_2331,train
176,435,384,605300.0,4658500.0,353.73291015625,6.127101421356201,903.1195678710938,152.06906127929688,1717.010498046875,0,70.34925079345703,81.56938171386719,302,2329,302_2329,test
177,308,464,607300.0,4661675.0,344.4720153808594,2.4312126636505127,125.0,831.0385131835938,986.4710083007812,0,80.21601104736328,81.6009750366211,303,2330,303_2330,train
178,345,438,606650.0,4660750.0,365.04400634765625,5.679410457611084,686.4765014648438,999.0620727539062,1852.70068359375,0,88.64118194580078,96.53390502929688,303,2330,303_2330,train
179,440,472,607500.0,4658375.0,326.24102783203125,6.637101650238037,1243.231689453125,475.6574401855469,1453.4442138671875,0,85.5086669921875,79.02928924560547,303,2329,303_2329,test
180,248,551,609475.0,4663175.0,342.30743408203125,3.663053274154663,380.7886657714844,167.70509338378906,2139.6552734375,1,53.24140548706055,60.7509880065918,304,2331,304_2331,train
181,317,425,606325.0,4661450.0,346.6000061035156,1.554286241531372,158.11387634277344,585.2349853515625,1226.02001953125,0,85.06758117675781,95.59292602539062,303,2330,303_2330,train
182,494,388,605400.0,4657025.0,331.4720153808594,0.8628795742988586,340.0367736816406,973.7171020507812,749.1661987304688,0,92.00340270996094,99.61740112304688,302,2328,302_2328,train
183,129,651,611975.0,4666150.0,299.8440246582031,1.546730637550354,1253.99365234375,816.2413940429688,1581.33642578125,1,67.83457946777344,70.06543731689453,305,2333,305_2333,test
184,330,497,608125.0,4661125.0,366.05035400390625,8.016602516174316,1025.3048095703125,200.0,1801.7352294921875,0,68.966796875,65.27935028076172,304,2330,304_2330,train
185,240,607,610875.0,4663375.0,349.8281555175781,9.732621192932129,1599.4139404296875,512.9570922851562,3553.607421875,1,56.37432861328125,54.40413284301758,305,2331,305_2331,train
186,332,498,608150.0,4661075.0,369.96002197265625,11.743518829345703,1078.4827880859375,251.24688720703125,1857.5858154296875,0,64.07530975341797,78.26040649414062,304,2330,304_2330,train
187,454,337,604125.0,4658025.0,369.3480224609375,10.62224006652832,1196.3486328125,500.0,2357.567626953125,0,78.75552368164062,81.84442138671875,302,2329,302_2329,test
188,400,443,606775.0,4659375.0,356.80401611328125,12.00772762298584,1884.8077392578125,660.0189208984375,2167.515869140625,0,75.98454284667969,85.16536712646484,303,2329,303_2329,test
189,140,579,610175.0,4665875.0,309.1960144042969,9.511302947998047,35.35533905029297,506.21142578125,2746.93017578125,1,41.2465705871582,42.43150329589844,305,2332,305_2332,train
190,281,727,613875.0,4662350.0,322.4120178222656,6.248603343963623,1425.876953125,673.1456298828125,1752.8548583984375,0,87.50279235839844,87.6698226928711,306,2331,306_2331,train
191,331,570,609950.0,4661100.0,381.3160095214844,7.529611110687256,1787.805908203125,223.60679626464844,3121.6982421875,0,71.12112426757812,78.09493255615234,304,2330,304_2330,train
192,421,454,607050.0,4658850.0,335.52801513671875,3.8878917694091797,1587.844482421875,1017.9636840820312,1715.5538330078125,0,92.22421264648438,92.35392761230469,303,2329,303_2329,test
193,355,436,606600.0,4660500.0,382.20758056640625,6.391067981719971,816.2413940429688,831.0385131835938,2105.350341796875,0,87.21786499023438,96.15288543701172,303,2330,303_2330,train
194,94,617,611125.0,4667025.0,287.2449951171875,10.144521713256836,477.62432861328125,450.69390869140625,1256.2344970703125,1,54.071956634521484,50.10986328125,305,2333,305_2333,test
195,381,662,612250.0,4659850.0,351.70684814453125,8.642409324645996,1379.3114013671875,125.0,3177.459716796875,0,63.965179443359375,61.387027740478516,306,2329,306_2329,train
196,290,500,608200.0,4662125.0,335.8276062011719,0.33147668838500977,452.7692565917969,665.6763305664062,1095.7303466796875,0,99.33704376220703,97.22919464111328,304,2331,304_2331,train
197,484,372,605000.0,4657275.0,336.8280029296875,2.2008132934570312,425.0,604.6693115234375,1219.1185302734375,0,95.59837341308594,91.47837829589844,302,2328,302_2328,train
198,311,549,609425.0,4661600.0,367.11602783203125,14.361889839172363,1179.2476806640625,575.543212890625,2416.22119140625,0,71.27621459960938,71.08448791503906,304,2330,304_2330,train
199,345,419,606175.0,4660750.0,359.58001708984375,2.3428239822387695,388.1043701171875,956.8829345703125,1937.29833984375,0,95.3143539428711,93.7803726196289,303,2330,303_2330,train
200,436,460,607200.0,4658475.0,328.5240173339844,6.553035259246826,1300.2403564453125,776.6112060546875,1419.9471435546875,0,86.89392852783203,100.0,303,2329,303_2329,test
201,378,445,606825.0,4659925.0,365.896240234375,6.128139019012451,1415.09716796875,350.8917236328125,2675.11669921875,0,80.2883071899414,76.48936462402344,303,2329,303_2329,test
202,327,415,606075.0,4661200.0,353.5160217285156,4.473387241363525,35.35533905029297,540.8327026367188,1546.16455078125,0,68.99950408935547,67.37571716308594,303,2330,303_2330,train
203,678,777,615125.0,4652425.0,304.6615295410156,0.10174282640218735,3061.045654296875,313.2491149902344,6679.3056640625,0,90.45896911621094,86.65067291259766,307,2326,307_2326,train
204,379,423,606275.0,4659900.0,367.8348083496094,4.607619762420654,1241.2191162109375,600.5206298828125,2680.71826171875,0,90.78475952148438,84.04537200927734,303,2329,303_2329,test
205,266,573,610025.0,4662725.0,346.4880065917969,1.800626516342163,679.1538696289062,794.1190185546875,2680.71826171875,1,67.4791259765625,64.03157043457031,305,2331,305_2331,train
206,484,344,604300.0,4657275.0,349.7760009765625,1.0193452835083008,477.62432861328125,735.6969604492188,1865.810791015625,0,97.96131134033203,100.0,302,2328,302_2328,train
207,290,525,608825.0,4662125.0,337.8160095214844,3.1631693840026855,707.1068115234375,570.0877075195312,1648.10498046875,0,93.67366790771484,86.70157623291016,304,2331,304_2331,train
208,466,417,606125.0,4657725.0,328.19036865234375,1.4303271770477295,160.07810974121094,475.6574401855469,596.343017578125,0,74.17063903808594,65.69010162353516,303,2328,303_2328,train
209,464,467,607375.0,4657775.0,318.3320007324219,1.5891574621200562,632.4555053710938,781.0249633789062,862.0469970703125,0,93.37285614013672,80.34322357177734,303,2328,303_2328,train
210,308,515,608575.0,4661675.0,344.2040100097656,6.433471202850342,982.3441162109375,493.07708740234375,1667.7080078125,0,86.78691101074219,84.7963638305664,304,2330,304_2330,train
211,463,327,603875.0,4657800.0,365.0080261230469,5.040613174438477,1150.271728515625,500.0,2459.6748046875,0,89.91877746582031,87.41802978515625,301,2328,301_2328,train
212,327,427,606375.0,4661200.0,349.94000244140625,3.6160244941711426,309.23291015625,750.0,1449.353271484375,0,92.76795196533203,89.53704071044922,303,2330,303_2330,train
213,310,637,611625.0,4661625.0,368.7400207519531,14.910568237304688,1377.0439453125,592.6634521484375,3892.701416015625,0,70.17886352539062,52.83583450317383,305,2330,305_2330,train
214,93,670,612450.0,4667050.0,284.8160095214844,11.390623092651367,583.630859375,500.0,731.8640747070312,1,49.36075210571289,48.68008804321289,306,2333,306_2333,train
215,416,384,605300.0,4658975.0,366.5160217285156,6.0216827392578125,1377.0439453125,431.5669250488281,2094.0390625,0,84.53498077392578,84.19200134277344,302,2329,302_2329,test
216,373,414,606050.0,4660050.0,375.5040283203125,3.5234224796295166,1075.0,395.2846984863281,2644.33349609375,0,87.71739959716797,92.77734375,303,2330,303_2330,train
217,240,672,612500.0,4663375.0,347.74615478515625,6.562614440917969,697.3162841796875,905.5385131835938,3312.57080078125,1,60.812339782714844,71.9987564086914,306,2331,306_2331,train
218,380,405,605825.0,4659875.0,386.5480041503906,10.312323570251465,1270.088623046875,158.11387634277344,2722.70556640625,0,62.28104782104492,60.91918182373047,302,2329,302_2329,test
219,483,492,608000.0,4657300.0,310.2005920410156,4.731528282165527,380.7886657714844,983.9334106445312,1035.0120849609375,0,90.53694915771484,86.0447769165039,304,2328,304_2328,train
220,198,498,608150.0,4664425.0,335.42401123046875,4.487578392028809,235.8495330810547,900.34716796875,1680.02978515625,1,59.97528076171875,68.46161651611328,304,2332,304_2332,train
221,439,329,603925.0,4658400.0,369.364013671875,7.298692226409912,1621.1492919921875,764.8529052734375,2740.89404296875,0,85.4026107788086,88.61772918701172,301,2329,301_2329,test
222,297,567,609875.0,4661950.0,365.8960266113281,4.045557022094727,991.526611328125,395.2846984863281,2696.40966796875,0,86.67312622070312,84.67504119873047,304,2330,304_2330,train
223,367,493,608025.0,4660200.0,365.0320129394531,9.261284828186035,1756.5947265625,395.2846984863281,2601.56201171875,0,76.24166870117188,75.80821228027344,304,2330,304_2330,train
224,248,607,610875.0,4663175.0,353.96728515625,8.300789833068848,1570.429931640625,665.6763305664062,3533.854248046875,1,58.3788948059082,65.860107421875,305,2331,305_2331,train
225,404,518,608650.0,4659275.0,325.1440124511719,3.4606595039367676,2291.560546875,656.22021484375,2820.017822265625,0,93.07868194580078,94.44208526611328,304,2329,304_2329,train
226,169,625,611325.0,4665150.0,311.33203125,2.2379183769226074,1136.331787109375,475.6574401855469,2714.428955078125,1,66.01492309570312,72.45156860351562,305,2332,305_2332,train
227,494,396,605600.0,4657025.0,330.3760070800781,6.420682907104492,201.5564422607422,1085.4146728515625,575.543212890625,0,68.34358215332031,62.7896728515625,302,2328,302_2328,train
228,380,1013,621025.0,4659875.0,306.6280212402344,9.593822479248047,514.781494140625,1243.231689453125,1302.16162109375,0,80.8123550415039,83.20433807373047,310,2329,310_2329,train
229,390,512,608500.0,4659625.0,338.2939758300781,8.539953231811523,2482.060546875,654.3126220703125,3026.962158203125,0,82.92008972167969,80.42706298828125,304,2329,304_2329,train
230,162,850,616950.0,4665325.0,258.71099853515625,0.06004966422915459,496.23583984375,160.07810974121094,491.17205810546875,1,49.11417770385742,47.89430236816406,308,2332,308_2332,train
231,306,479,607675.0,4661725.0,342.2807312011719,1.283447027206421,285.0438537597656,531.5072631835938,1062.13232421875,0,96.18675994873047,100.0,303,2330,303_2330,train
232,393,454,607050.0,4659550.0,355.6080017089844,9.140009880065918,1852.3634033203125,371.6517333984375,2389.168212890625,0,75.30256652832031,81.72582244873047,303,2329,303_2329,test
233,532,286,602850.0,4656075.0,374.2040100097656,2.5131306648254395,2001.40576171875,226.38462829589844,3280.339111328125,0,81.29296875,69.99079132080078,301,2328,301_2328,train
234,367,422,606250.0,4660200.0,366.4200134277344,1.551294207572937,941.4085083007812,637.37744140625,2451.530029296875,0,96.89741516113281,97.99665069580078,303,2330,303_2330,train
235,455,571,609975.0,4658000.0,304.16900634765625,12.83917236328125,756.6372680664062,190.3943328857422,3097.6806640625,0,58.84136962890625,69.87322998046875,304,2329,304_2329,train
236,146,590,610450.0,4665725.0,318.2720031738281,0.5717760324478149,141.42135620117188,340.0367736816406,2697.452392578125,1,54.350379943847656,56.76494598388672,305,2332,305_2332,train
237,333,420,606200.0,4661050.0,356.718994140625,4.540709495544434,145.7738037109375,735.2720336914062,1644.6884765625,0,78.06639862060547,76.59007263183594,303,2330,303_2330,train
238,335,420,606200.0,4661000.0,357.56201171875,3.6919827461242676,176.77670288085938,776.6112060546875,1691.8924560546875,0,82.34742736816406,84.774658203125,303,2330,303_2330,train
239,426,338,604150.0,4658725.0,364.6731872558594,3.318159341812134,1661.700927734375,695.0719604492188,2732.21533203125,0,93.36368560791016,95.52865600585938,302,2329,302_2329,test
240,476,483,607775.0,4657475.0,318.4480285644531,13.220789909362793,608.2762451171875,903.465576171875,930.3897094726562,0,71.81816101074219,74.52212524414062,303,2328,303_2328,train
241,281,489,607925.0,4662350.0,337.47601318359375,0.6239805817604065,176.77670288085938,721.1102294921875,742.0410766601562,1,57.42412567138672,59.78816223144531,303,2331,303_2331,test
242,404,486,607850.0,4659275.0,338.9040222167969,6.441246509552002,2205.816162109375,849.264404296875,2415.186279296875,0,87.11750793457031,85.24951934814453,303,2329,303_2329,test
243,380,448,606900.0,4659875.0,365.94403076171875,6.361249923706055,1497.70654296875,276.134033203125,2680.0185546875,0,76.0842056274414,78.13691711425781,303,2329,303_2329,test
244,229,625,611325.0,4663650.0,356.06500244140625,2.708054780960083,1077.032958984375,828.402099609375,3848.45751953125,1,66.20872497558594,59.13365936279297,305,2331,305_2331,train
245,289,504,608300.0,4662150.0,336.156005859375,1.8499804735183716,450.69390869140625,592.6634521484375,1166.1904296875,0,96.30003356933594,96.5697250366211,304,2331,304_2331,train
246,283,727,613875.0,4662300.0,324.2320251464844,7.477304935455322,1399.3302001953125,673.1456298828125,1750.714111328125,0,85.04539489746094,81.49708557128906,306,2331,306_2331,train
247,326,499,608175.0,4661225.0,365.7760314941406,4.96567964553833,990.5806274414062,111.80339813232422,1741.048583984375,0,70.6588134765625,71.59014129638672,304,2330,304_2330,train
248,421,445,606825.0,4658850.0,340.8760070800781,5.762541770935059,1470.5440673828125,938.4161987304688,1657.181396484375,0,88.47491455078125,100.0,303,2329,303_2329,test
249,389,526,608850.0,4659650.0,343.13861083984375,1.672402262687683,2564.78564453125,304.13812255859375,3240.466796875,0,86.86210632324219,100.0,304,2329,304_2329,train
250,288,508,608400.0,4662175.0,336.63580322265625,0.9727398157119751,456.2071838378906,529.740478515625,1241.2191162109375,0,98.05451965332031,99.00421905517578,304,2331,304_2331,train
251,313,472,607500.0,4661550.0,344.6120300292969,3.759004831314087,313.2491149902344,601.040771484375,1154.339599609375,0,92.48198699951172,86.60227966308594,303,2330,303_2330,train
252,249,599,610675.0,4663150.0,344.99200439453125,1.8102248907089233,1370.447021484375,601.040771484375,3332.60400390625,1,67.46568298339844,73.33744049072266,305,2331,305_2331,train
253,537,291,602975.0,4655950.0,370.6800231933594,1.320556640625,1945.668212890625,364.0054931640625,3183.649658203125,0,90.55916595458984,87.1403579711914,301,2327,301_2327,train
254,373,513,608525.0,4660050.0,352.8924865722656,11.440132141113281,2122.645751953125,403.8873596191406,2940.45068359375,0,72.3141098022461,63.94793701171875,304,2330,304_2330,train
255,149,708,613400.0,4665650.0,283.40802001953125,2.574025869369507,552.26806640625,335.4101867675781,1085.4146728515625,1,60.635719299316406,54.23680114746094,306,2332,306_2332,train
256,228,644,611800.0,4663675.0,369.76800537109375,8.478673934936523,645.1743774414062,1300.961181640625,3579.455322265625,1,58.12985610961914,57.45663070678711,305,2331,305_2331,train
257,331,612,611000.0,4661100.0,369.61602783203125,7.185337543487549,1952.5623779296875,445.1123352050781,4051.234375,0,82.88494110107422,81.6805648803711,305,2330,305_2330,train
258,454,925,618825.0,4658025.0,274.65155029296875,12.306215286254883,403.1128845214844,447.2135925292969,3181.587646484375,0,72.74825286865234,68.68924713134766,309,2329,309_2329,train
259,297,496,608100.0,4661950.0,340.1240234375,5.38316011428833,570.0877075195312,527.3755493164062,1131.370849609375,0,89.23368072509766,93.72807312011719,304,2330,304_2330,train
260,431,369,604925.0,4658600.0,366.99200439453125,11.2542085647583,1096.5855712890625,313.2491149902344,2050.91455078125,0,68.15403747558594,63.53227615356445,302,2329,302_2329,test
261,428,464,607300.0,4658675.0,332.3240051269531,4.7802510261535645,1505.1993408203125,719.8090209960938,1643.5479736328125,0,90.43949890136719,96.61577606201172,303,2329,303_2329,test
262,344,576,610100.0,4660775.0,373.22705078125,5.082895755767822,2144.90673828125,395.2846984863281,3426.45947265625,0,84.59844970703125,87.82716369628906,305,2330,305_2330,train
263,456,491,607975.0,4657975.0,320.916015625,6.925159454345703,1037.1234130859375,375.8323974609375,1396.6478271484375,0,79.94129943847656,74.91963195800781,303,2328,303_2328,train
264,304,477,607625.0,4661775.0,341.3680419921875,1.1198084354400635,215.05813598632812,602.0797119140625,995.3014526367188,0,90.56443786621094,81.41219329833984,303,2330,303_2330,train
265,353,481,607725.0,4660550.0,404.75201416015625,2.952617645263672,1315.769775390625,637.37744140625,2177.297607421875,0,94.09476470947266,100.0,303,2330,303_2330,train
266,364,1049,621925.0,4660275.0,306.9420166015625,11.139472007751465,100.0,985.2030029296875,548.2927856445312,0,49.76171112060547,40.286407470703125,310,2330,310_2330,test
267,250,675,612575.0,4663125.0,358.7480163574219,13.529790878295898,958.1884155273438,673.1456298828125,3171.1591796875,0,72.94042205810547,78.55096435546875,306,2331,306_2331,train
268,291,549,609425.0,4662100.0,353.8480224609375,1.8954118490219116,682.3671875,778.62060546875,2222.189208984375,0,96.20917510986328,87.17516326904297,304,2331,304_2331,train
269,469,469,607425.0,4657650.0,315.6720275878906,1.2352337837219238,536.7727661132812,725.0,785.0159301757812,0,92.1549301147461,90.39923095703125,303,2328,303_2328,train
270,377,473,607525.0,4659950.0,364.84002685546875,14.647420883178711,1741.048583984375,225.0,2725.917236328125,0,56.95515823364258,62.001136779785156,303,2329,303_2329,test
271,496,392,605500.0,4656975.0,330.2850036621094,1.934545874595642,300.0,1068.00048828125,637.37744140625,0,87.06534576416016,86.4799575805664,302,2328,302_2328,train
272,468,484,607800.0,4657675.0,319.8680114746094,9.91726303100586,794.512451171875,704.0064086914062,1065.9503173828125,0,80.16547393798828,97.2675552368164,303,2328,303_2328,train
273,472,445,606825.0,4657575.0,321.0040283203125,0.7907764911651611,353.55340576171875,353.55340576171875,447.2135925292969,0,77.27645874023438,79.21356964111328,303,2328,303_2328,train
274,455,316,603600.0,4658000.0,378.22003173828125,5.972271919250488,1484.9241943359375,600.5206298828125,2795.64404296875,0,88.05545806884766,97.147705078125,301,2329,301_2329,test
275,264,616,611100.0,4662775.0,361.4298400878906,11.386903762817383,1750.1785888671875,452.7692565917969,3752.082763671875,1,52.40525817871094,47.06298828125,305,2331,305_2331,train
276,242,669,612425.0,4663325.0,352.52001953125,8.249682426452637,731.8640747070312,850.3675537109375,3369.16162109375,1,58.450443267822266,51.658687591552734,306,2331,306_2331,train
277,379,492,608000.0,4659900.0,349.4683837890625,7.681389331817627,2003.9024658203125,630.9714965820312,2878.36767578125,0,84.63722229003906,80.07091522216797,304,2329,304_2329,train
278,493,401,605725.0,4657050.0,330.1080017089844,5.924356937408447,90.13877868652344,1035.91748046875,494.9747619628906,0,58.0372200012207,55.527793884277344,302,2328,302_2328,train
279,437,433,606525.0,4658450.0,332.6800231933594,4.906291961669922,970.8244018554688,458.9389953613281,1225.255126953125,0,88.13436889648438,83.31303405761719,303,2329,303_2329,test
280,320,520,608700.0,4661375.0,352.4366149902344,6.606154918670654,1305.038330078125,550.0,1962.3009033203125,0,86.78768920898438,93.88936614990234,304,2330,304_2330,train
281,430,519,608675.0,4658625.0,312.4720153808594,1.4577586650848389,1652.4603271484375,503.11529541015625,2351.72802734375,0,97.08448028564453,90.77069854736328,304,2329,304_2329,train
282,318,538,609150.0,4661425.0,357.97601318359375,6.819450855255127,1361.2952880859375,863.1338500976562,2275.54931640625,0,86.36109924316406,76.0936279296875,304,2330,304_2330,train
283,474,400,605700.0,4657525.0,328.45843505859375,6.6995673179626465,127.4754867553711,784.6177368164062,782.623779296875,0,66.78942108154297,62.23295211791992,302,2328,302_2328,train
284,320,441,606725.0,4661375.0,348.90802001953125,3.2275052070617676,265.7536315917969,938.4161987304688,1225.255126953125,0,90.69112396240234,87.95024871826172,303,2330,303_2330,train
285,471,341,604225.0,4657600.0,354.3840026855469,2.1456425189971924,776.6112060546875,583.630859375,2057.303955078125,0,95.7087173461914,88.40362548828125,302,2328,302_2328,train
286,375,537,609125.0,4660000.0,349.58001708984375,13.551020622253418,2529.451416015625,251.24688720703125,3287.191162109375,0,60.460304260253906,60.416011810302734,304,2330,304_2330,train
287,117,684,612800.0,4666450.0,283.7080078125,5.043733596801758,707.548583984375,167.70509338378906,750.0,1,46.933448791503906,56.13853454589844,306,2333,306_2333,train
288,299,565,609825.0,4661900.0,367.09600830078125,9.373899459838867,1007.7822265625,369.1205749511719,2664.230712890625,0,74.7082290649414,69.30511474609375,304,2330,304_2330,train
289,352,411,605975.0,4660575.0,361.4200134277344,2.499866485595703,555.090087890625,704.4501342773438,2166.218017578125,0,95.0002670288086,92.64997863769531,302,2330,302_2330,train
290,286,493,608025.0,4662225.0,335.92401123046875,0.3503628969192505,336.3406066894531,710.633544921875,895.1256713867188,1,67.6741943359375,62.18692398071289,304,2331,304_2331,train
291,366,411,605975.0,4660225.0,373.9280090332031,9.122232437133789,903.1195678710938,424.2640686035156,2498.249267578125,0,77.96874237060547,69.27618408203125,302,2330,302_2330,train
292,329,590,610450.0,4661150.0,376.61602783203125,5.017550468444824,1976.423583984375,175.0,3533.05810546875,0,73.71489715576172,67.15193176269531,305,2330,305_2330,train
293,313,483,607775.0,4661550.0,346.6200256347656,2.733677864074707,477.62432861328125,347.31109619140625,1263.4278564453125,0,86.89820098876953,75.3006820678711,303,2330,303_2330,train
294,412,499,608175.0,4659075.0,330.8800048828125,5.148505210876465,2084.6162109375,673.1456298828125,2388.12158203125,0,89.70298767089844,100.0,304,2329,304_2329,train
295,299,841,616725.0,4661900.0,256.35003662109375,0.07020395994186401,150.0,575.0,348.209716796875,1,49.745384216308594,45.576194763183594,308,2330,308_2330,train
296,385,435,606575.0,4659750.0,362.5880126953125,6.382297039031982,1463.0875244140625,618.4658203125,2526.113525390625,0,87.23541259765625,86.1412353515625,303,2329,303_2329,test
297,643,799,615675.0,4653300.0,307.9800109863281,5.249758243560791,2885.84912109375,176.77670288085938,5775.48681640625,0,73.33931732177734,66.87872314453125,307,2326,307_2326,train
298,359,542,609250.0,4660400.0,359.5040283203125,2.1184535026550293,2343.074951171875,648.5560913085938,3047.9501953125,0,95.76309204101562,84.86763000488281,304,2330,304_2330,train
299,680,776,615100.0,4652375.0,304.70001220703125,1.5169992446899414,3085.145751953125,360.55511474609375,6731.4560546875,0,89.99375915527344,96.18594360351562,307,2326,307_2326,train
300,385,1012,621000.0,4659750.0,315.4840087890625,11.664215087890625,617.4544677734375,1370.447021484375,1325.943115234375,0,76.67156982421875,82.41313171386719,310,2329,310_2329,train
301,307,481,607725.0,4661700.0,343.17047119140625,2.253185510635376,340.0367736816406,477.62432861328125,1107.0794677734375,0,94.37484741210938,80.95146942138672,303,2330,303_2330,train
302,300,521,608725.0,4661875.0,342.30902099609375,4.862167835235596,850.0,730.1541137695312,1672.1990966796875,0,90.27566528320312,76.39117431640625,304,2330,304_2330,train
303,252,576,610100.0,4663075.0,341.7490234375,4.476743221282959,798.8272705078125,763.2168579101562,2754.087890625,1,63.73255920410156,64.79855346679688,305,2331,305_2331,train
304,396,405,605825.0,4659475.0,370.916015625,5.066210746765137,1665.270263671875,474.3416442871094,2335.192626953125,0,88.58466339111328,93.83219146728516,302,2329,302_2329,test
305,261,614,611050.0,4662850.0,360.54400634765625,10.170828819274902,1700.735107421875,525.0,3700.337890625,1,55.76083755493164,58.684818267822266,305,2331,305_2331,train
306,472,494,608050.0,4657575.0,318.3440246582031,13.144813537597656,632.4555053710938,721.1102294921875,1219.1185302734375,0,73.71037292480469,74.63264465332031,304,2328,304_2328,train
307,455,429,606425.0,4658000.0,334.5240173339844,4.0022478103637695,536.7727661132812,375.0,775.4031372070312,0,80.1305923461914,86.7076416015625,303,2329,303_2329,test
308,267,720,613700.0,4662700.0,321.4179992675781,4.622472763061523,1619.4134521484375,300.0,1976.8978271484375,0,80.75505828857422,78.98419952392578,306,2331,306_2331,train
309,471,304,603300.0,4657600.0,379.1750183105469,10.053476333618164,1498.3323974609375,340.0367736816406,2917.297607421875,0,71.89488220214844,75.07716369628906,301,2328,301_2328,train
310,279,598,610650.0,4662400.0,359.03369140625,7.425933837890625,1360.1470947265625,201.5564422607422,3337.663818359375,1,49.15816879272461,45.54177474975586,305,2331,305_2331,train
311,405,469,607425.0,4659250.0,345.072021484375,11.862918853759766,2090.005859375,667.0831909179688,2219.234130859375,0,76.27416229248047,83.62545013427734,303,2329,303_2329,test
312,380,494,608050.0,4659875.0,347.96002197265625,4.686821937561035,2052.4375,626.4982299804688,2917.297607421875,0,90.62635040283203,93.8627700805664,304,2329,304_2329,train
313,533,286,602850.0,4656050.0,373.8680114746094,2.6898720264434814,2012.461181640625,225.0,3285.00390625,0,80.8702621459961,73.51849365234375,301,2328,301_2328,train
314,280,725,613825.0,4662375.0,324.0436706542969,6.712917327880859,1425.21923828125,637.37744140625,1804.3350830078125,0,86.57416534423828,87.07748413085938,306,2331,306_2331,train
315,180,704,613300.0,4664875.0,295.1330261230469,4.254206657409668,550.0,176.77670288085938,1811.76708984375,1,52.73129653930664,55.49402618408203,306,2332,306_2332,train
316,286,469,607425.0,4662225.0,338.8080139160156,2.4989445209503174,25.0,1065.9503173828125,503.11529541015625,1,41.76433181762695,38.195613861083984,303,2331,303_2331,test
317,471,492,608000.0,4657600.0,315.9440002441406,6.068441867828369,667.0831909179688,730.1541137695312,1187.6973876953125,0,87.86312103271484,93.58367919921875,304,2328,304_2328,train
318,639,782,615250.0,4653400.0,294.4000244140625,1.0396028757095337,2476.135986328125,237.1708221435547,5696.98388671875,1,59.34553527832031,58.20754623413086,307,2326,307_2326,train
319,375,514,608550.0,4660000.0,349.95501708984375,4.119357585906982,2178.302001953125,459.6194152832031,2996.35205078125,0,89.74225616455078,78.97554779052734,304,2330,304_2330,train
320,318,521,608725.0,4661425.0,349.62701416015625,4.336801052093506,1264.9110107421875,575.0,1945.828857421875,0,91.32640075683594,82.11715698242188,304,2330,304_2330,train
321,295,419,606175.0,4662000.0,348.9800109863281,1.2669498920440674,75.0,150.0,800.3905029296875,0,56.225860595703125,51.20781707763672,303,2331,303_2331,test
